,Review Text,Review Date,Star Ratings,Review Website,Brand Name
67,"Yes, the HTX variants of Kia Seltos has music system installed in it.","On: Dec 11, 2019 | 48 Views",,www.cardekho.com,Kia Seltos
68,Seltos is a big hit in India. Kia released their first car and got a massive hike. The horsepower and 1-liter turbo charge is just lit. It became the fourth largest car producing companies in India already. The screen in the car is just awesome and should've got panoramic sunroof competing for the MG Hector. The speed is pretty good. Read More,"On: Dec 11, 2019 | 2238 Views",,www.cardekho.com,Kia Seltos
69,The best car in the segment and is quite affordable.,"On: Dec 11, 2019 | 222 Views",,www.cardekho.com,Kia Seltos
70,Great design and silent cabin with good ground clearance. Comfortable to drive for longer travel.,"On: Dec 11, 2019 | 75 Views",,www.cardekho.com,Kia Seltos
71,I had a test drive and the performance and comfort were good. The riding position should have been better.,"On: Dec 11, 2019 | 58 Views",,www.cardekho.com,Kia Seltos
72,This car is unbelievable due to its features and looks it has.,"On: Dec 11, 2019 | 42 Views",,www.cardekho.com,Kia Seltos
73,Best experience with new Kia. Fully loaded with Hi-Tech features. Enjoying the drive as this is the most amazing car ever.,"On: Dec 11, 2019 | 187 Views",,www.cardekho.com,Kia Seltos
74,A fabulous car which is very much extra-ordinary.,"On: Dec 11, 2019 | 162 Views",,www.cardekho.com,Kia Seltos
75,Really an amazing car and a very smooth car.,"On: Dec 10, 2019 | 88 Views",,www.cardekho.com,Kia Seltos
76,The Kia Seltos is a bit more expensive but offers a lot more for it in terms of safety and features. It is well worth the premium over the MG Hector,"On: Dec 10, 2019 | 83 Views",,www.cardekho.com,Kia Seltos
77,The most beautiful car than other companies currently in India. I don't know much about this company but this is the best car for everyone because this is a very powerful car and the model is very nice looking and indicators are comparing with Audi and the price is very suitable than other companies. Read More,"On: Dec 10, 2019 | 73 Views",,www.cardekho.com,Kia Seltos
78,"This is actually the best offering in the current price range. People have been cribbing about features, well then pay for it! You forget it's technically not an Indian company, so taxes are more! The range-topping GTX+ model which now also comes in both petrol and diesel comes with features that none of the vehicles in the current market offer. 6 ...Read More","Expected Launch: Jan 01, 2020",,www.cardekho.com,Kia Seltos
79,"Kia Seltos is the one in a class after much-awaiting finally release this car with all the most useful features. Kia Seltos the car with ease. The vehicle drives very smooth and you can get very attached and comfortable within its first 5 seconds of the drive. Interior is refreshing, the led wall is a gem. Smooth drive brings you comfort. Looks are...Read More","Expected Launch: Jun 01, 2020",,www.cardekho.com,Kia Seltos
80,"Kia Seltos is a very spacious car and the interiors are awesome. Very good ground clearance is very good. Seating capacity is 5, engine power is boosted. The pick up is very good. Mileage is ok. Read More","Expected Launch: Dec 01, 2021",,www.cardekho.com,Kia Seltos
81,The Kia Seltos is very excellent in looks. Its alloy wheel looks great and the front fog lamps and big headlights with DRLs looks are pretty much fascinating. This mid-size SUV is too good in this range. Kia Seltos is better than MG Hector and Hyundai Creta. Kia Seltos's front view is looking aggressive and side view of Seltos is just amazing. Read More,"Expected Launch: Jun 01, 2020",,www.cardekho.com,Kia Seltos
82,It looks very different as it has a sunroof and is a five-seater car. The boot space is also bigger than other cars.,"Expected Launch: Oct 15, 2020",,www.cardekho.com,Kia Seltos
83,"Best in the segment car and strongly suggest you take a good long hard look at the Kia Seltos. It's a compact SUV that looks super promising, offers a lot and from our first drive experience and felt the moment. Read More","On: Dec 10, 2019 | 77 Views",,www.cardekho.com,Kia Seltos
84,"Kia Seltos is a nice car and also getting good legroom, headroom and overall spacious car. Kia is one of the best companies which offers a passenger vehicle with all the best possible features. Read More","On: Dec 10, 2019 | 44 Views",,www.cardekho.com,Kia Seltos
85,Best in class and very cool engine and best breaking system good engine sound interior has very good finishing.,"On: Dec 10, 2019 | 47 Views",,www.cardekho.com,Kia Seltos
86,Looks are definitely the best. But it lacks good suspension. It's a little bit hard. It gives a very premium feel while I enter in it. Full of features.,"On: Dec 10, 2019 | 42 Views",,www.cardekho.com,Kia Seltos
87,"Very good car in terms of technology and ride experience, but if it was fuel electric it would have been much better.","On: Dec 10, 2019 | 44 Views",,www.cardekho.com,Kia Seltos
88,"Excellent Features and at par with luxury cars like BMW and Benz etc. I was using Ford Ecosport which was much stronger than Kia Seltos. Transmission temperature increases and you are forced to stop in traffic. Except for the strength and heaviness of the car, looks-wise It is very elegant. Read More","On: Dec 10, 2019 | 68 Views",,www.cardekho.com,Kia Seltos
89,"Looking nice and has a good performance as well. One of the best SUV of the current time, autonomous and voice control are amazing.","On: Dec 10, 2019 | 58 Views",,www.cardekho.com,Kia Seltos
90,This car is really very good at having a very excellent performance. I love this car because of its awesome interior and very good features at very low rates.,"On: Dec 10, 2019 | 60 Views",,www.cardekho.com,Kia Seltos
91,Perfect car of the year loved all its features in this car. No car can beat the accessories the technology provided in this car.,"On: Dec 10, 2019 | 61 Views",,www.cardekho.com,Kia Seltos
92,Excellent features are loaded like premium cars. The look is great and awesome Cost is very competitive in the SUV segment.,"On: Dec 10, 2019 | 222 Views",,www.cardekho.com,Kia Seltos
93,"This car is just amazing with a bunch of features and this is the best in-car segment, it is just amazing for youngsters.","On: Dec 09, 2019 | 2121 Views",,www.cardekho.com,Kia Seltos
94,The interior and exterior are very nice and beautiful.,"On: Dec 09, 2019 | 428 Views",,www.cardekho.com,Kia Seltos
95,It's the best car in the price range and gives me the phenomenal performance that an SUV owner wants. It's my pleasure to have a Kia in my house. This car has an outstanding fuel economy compared to other car. The car comes with a good dynamic look and with outstanding features that will help you in your daily life. The car comes with a sunroof tha...Read More,"On: Dec 08, 2019 | 690 Views",for GTX Plus AT D,www.cardekho.com,Kia Seltos
96,Great features the car has. Amazing mileage and great performance.,"On: Dec 10, 2019 | 95 Views",,www.cardekho.com,Kia Seltos
97,"Well, this car is one of the best premium SUVs you can buy today, with features like air purification and the mirrors that show the side view of the car for an added layer of safety. It's the best mid-sized SUV you can buy. Interiors give it a premium look, and yes drives like a charm. Read More","On: Dec 09, 2019 | 42 Views",,www.cardekho.com,Kia Seltos
98,"Yes, the HTX variants of Kia Seltos has music system installed in it.","On: Dec 09, 2019 | 74 Views",,www.cardekho.com,Kia Seltos
99,I am a big fan of Kia. When I was in South Korea my brother bought a Kia optimum. When Kia launched its first car Seltos in India. I bought that. And I am very happy to buy this car. Its mileage is OMG! Very very good. The pickup is very good. It's very smooth. It looks very sharp. And it is as comfortable as a Jaguar. And successfully it is the to...Read More,"On: Dec 09, 2019 | 98 Views",,www.cardekho.com,Kia Seltos
100,I like every part of the Kia Seltos as the seats are very comfortable. The look is superb. The speedometer is stylish. The red colour is best Kia Seltos has multiple engine options as I want. This car is available in petrol as I want a petrol car. All engine has an automatic gearbox. The car has air purifier Car has a Bose sound system. Connect car...Read More,"On: Dec 09, 2019 | 60 Views",,www.cardekho.com,Kia Seltos
101,"Great car in the SUV segment and worth buying. The interior looks top-notch. Also, you get a smooth feeling while driving. I did a test drive and it feels wonderful. Highly recommended. Read More","On: Dec 09, 2019 | 64 Views",,www.cardekho.com,Kia Seltos
102,"Awesome car, with best in class, Bose music system and the front grill of the car is also amazing along with the day time running LED.","On: Dec 08, 2019 | 42 Views",,www.cardekho.com,Kia Seltos
103,"This car looks amazing and also has a 360-degree camera view, which is very rare.","On: Dec 08, 2019 | 80 Views",,www.cardekho.com,Kia Seltos
104,"Kia Seltos is the best in class, comparatively, it's not a box, the base variant is also carrying all necessary features. The music system and multifunction steering are available in all models. Read More","On: Dec 08, 2019 | 40 Views",,www.cardekho.com,Kia Seltos
105,It comes with awesome features. Its automatic gear shifting is smooth and seats are very comfortable. All windows are also automatic. ,"On: Dec 08, 2019 | 41 Views",,www.cardekho.com,Kia Seltos
106,"This is a car I was looking for and the features of this car are amazing. It's comfortable on Indian roads. This car has every feature, which an ideal car should have. Not only the interior is great, but the exterior is also commendable. Read More","On: Dec 08, 2019 | 44 Views",,www.cardekho.com,Kia Seltos
107,"The car looks like a beast and the engine power is great, the Bose sound system is top-notch, and the 360-degree camera view is very helpful.","On: Dec 08, 2019 | 40 Views",,www.cardekho.com,Kia Seltos
108,"According to me, Kia Seltos is best. Best in Comfortable, best in mileage, best in look. In short, an amazing car.","On: Dec 08, 2019 | 36 Views",,www.cardekho.com,Kia Seltos
109,"Superb sound quality sound system and excellent future car. Mind-blowing look, low price best design. Segment 1st Smart Heads-Up Display. World's 1st SmartPure Air Purifier. Bose Premium Sound System with 8 speakers & LED Sound Mood lights with straight Line designs and World-Class Quality. Read More","On: Dec 08, 2019 | 39 Views",,www.cardekho.com,Kia Seltos
110,The look is best. And the interior is awesome And technology is mind-blowing by comparison to another car like MG Hector and others. The engine power of the KIA Seltos is best. And the drive is very smooth. The KIA Seltos have soo much Space for comfort setting.  And also have soo much function on the dashboard. The dashboard of the KIA Seltos is f...Read More,"On: Dec 08, 2019 | 64 Views",,www.cardekho.com,Kia Seltos
111,The smoothest experience I have ever had was in this car. So much of class and performance in this car I just loved it.,"On: Dec 08, 2019 | 37 Views",,www.cardekho.com,Kia Seltos
112,Kia is the best car that is safe & smooth. Available at the best price.,"On: Dec 08, 2019 | 51 Views",,www.cardekho.com,Kia Seltos
113,Awesome car with a Bose music system. Far better than Hyundai's Creta. Great riding experience with KIA and within the budget.,"Expected Launch: Jan 01, 2020",,www.cardekho.com,Kia Seltos
114,"Amazing driving experience being a cousin of Hyundai, Kia gives more money value but MG has better space and features.","Expected Launch: Jun 01, 2020",,www.cardekho.com,Kia Seltos
115,"Amazing features, excellent road presence with safety features and comfort within the budget.","Expected Launch: Dec 01, 2021",,www.cardekho.com,Kia Seltos
116,Great car with multiple features. Highly recommended.,"Expected Launch: Jun 01, 2020",,www.cardekho.com,Kia Seltos
117,"It's a good product from Kia. It is a great allrounder in all aspects. It's a clear rival for segment leader Creta. Seltos is a great car, balancing pocket and commendable performance. Even it proved that it's far better than India's most awaited SUV Hector from MG motors. Ultimately its a great start to Kia in India. Read More","Expected Launch: Oct 15, 2020",,www.cardekho.com,Kia Seltos
118,"Kia Seltos is an awesome car with a great look. Also, getting average mileage in this vehicle.  ","On: Dec 08, 2019 | 986 Views",,www.cardekho.com,Kia Seltos
119,"The car looks amazing, The DRL's are attractive and the touch screen display has a really good response; but the car couldn't get 5 stars as the speedometer and the touch display could be more stunning which would upgrade the interior to a whole another level; Even though the dual-tone interior is interesting. The design of the car will stand out a...Read More","On: Dec 07, 2019 | 477 Views",,www.cardekho.com,Kia Seltos
120,"The car is awesome. I bought the Seltos 1.4T GTX Plus Manual and the engine & gearbox are really smooth which delivers an unbelievable power. The cabin of the car is so well built that all the buttons and switches are at your fingertips. 360-degree camera, Blindspot view, Bose speakers, Ventilated seats and HUD makes the car superb. NVH levels are ...Read More","On: Dec 07, 2019 | 1556 Views",,www.cardekho.com,Kia Seltos
121,"Amazing experience, however, a bit expensive when compared to MG Hector. It is very spacious and is affordable.","On: Dec 07, 2019 | 65 Views",,www.cardekho.com,Kia Seltos
122,Kia Seltos is the Beautiful Compact SUV. It is the best car in the 10 lac budget range.,"On: Dec 07, 2019 | 49 Views",,www.cardekho.com,Kia Seltos
123,"Car is very comfortable and has classy looks. I have purchased Kia Seltos GTX+ DCT in the month of October from Pune dealer. I have been around for three weeks. But since the very first day, I noticed a very annoying sound coming from rear of the vehicle. I have tried all possible things like removing all lose attachments and items from the car but...Read More","On: Dec 07, 2019 | 129 Views",,www.cardekho.com,Kia Seltos
124,Pickup and mileage are amazing. The comfort level up to the mark.,"On: Dec 07, 2019 | 56 Views",,www.cardekho.com,Kia Seltos
125,One of the best cars in 2019 by Kia. Features in the car are amazing.,"On: Dec 07, 2019 | 401 Views",,www.cardekho.com,Kia Seltos
126,"Great looks and amazing transmission features. Aux, A.C., and rear parking camera are wonderful.","On: Dec 07, 2019 | 55 Views",,www.cardekho.com,Kia Seltos
127,"DON'T BUY SELTOS: 1=WASTE OF TIME AND MONEY. 2=COST WISE HIGH-QUALITY WISE LOW. 3=MILEAGE TOO LOW. 4=I'M BUYING A GTX 7 DCT AUTOMATIC TRANSMISSION PETROL AS I HAD A LOT OF TROUBLE IN MY VEHICLE. FAULT CAN START IN BELOW MENTIONED FACTORS: 1, A.C. NOT WORKING AS WELL. 2, THE BRAKING SYSTEM IS OLDER THEN AMBASSADOR. 3, MILEAGE IS BELOW 12 KM ...Read More","On: Dec 07, 2019 | 38 Views",,www.cardekho.com,Kia Seltos
128,This car is aggressive & beautiful in this segment. This car fully loaded with features.,"On: Dec 06, 2019 | 766 Views",,www.cardekho.com,Kia Seltos
129,"Yes, the HTX variants of Kia Seltos has music system installed in it.","On: Dec 06, 2019 | 416 Views",,www.cardekho.com,Kia Seltos
130,"NO ONE CAN FIND A BETTER SUV THAN KIA SELTOS. ITS AMAZING LOOKS AND BODY ALIGNMENT ARE SOO GOOD AND TOUGH. INTERIORS ARE BEST OF ITS CLASS. I WOULD RECOMMEND YOU TO BRING HOME KIA SELTOS AND HAVE FUN LONG TRIPS WITH YOUR FAMILY. IT'S BEST WHEN ITS COMES TO ALL-TERRAIN, SO GIVE YOUR FAMILY A PLEASURE OF RIDING A GOD OF CHARIOTS. Read More","On: Dec 06, 2019 | 49 Views",,www.cardekho.com,Kia Seltos
131,Kia Seltos is an awesome car from my experience. Good for long routes and quite spacious with comfort and relief. Happy with features of the car. Family and friends appreciated my choice and also wants always to ride my car. Read More,"On: Dec 06, 2019 | 48 Views",,www.cardekho.com,Kia Seltos
132,"Kia Seltos the best automotive made by Kia. It has a 7.5 to 8.1inch screen which provides car information and navigation. There is also a head-up display through which you can get essential information such as speed. It is a good car in terms of safety which carries 4 airbags in the top variant. Even in the low variant, the safety measures are amaz...Read More","On: Dec 06, 2019 | 42 Views",,www.cardekho.com,Kia Seltos
133,Kia Seltos is a very good car. It has new features with a triggered mileage. It's quite comfortable within the budget.,"On: Dec 06, 2019 | 40 Views",,www.cardekho.com,Kia Seltos
134,Very nice car and superb features. It looks amazing and gives a feel which is quite comfortable.,"On: Dec 06, 2019 | 41 Views",,www.cardekho.com,Kia Seltos
135,It's an amazing experience as the drive is very much comfortable. It has many features to entertain and gives a wonderful experience to the passengers as well.,"On: Dec 06, 2019 | 48 Views",,www.cardekho.com,Kia Seltos
136,Good car with the best features within the budget. The interior and the seats of the car make it luxurious.,"On: Dec 05, 2019 | 82 Views",,www.cardekho.com,Kia Seltos
137,"Nice car with lot more features. Fully loaded with multiple features, the best features is the 360-degree camera.","On: Dec 05, 2019 | 52 Views",,www.cardekho.com,Kia Seltos
138,It was the best experience for me. I enjoyed it thoroughly.,"On: Dec 05, 2019 | 782 Views",,www.cardekho.com,Kia Seltos
139,This is the best car in my budget as the features available are amazing including the interior and the exteriors.,"On: Dec 05, 2019 | 292 Views",,www.cardekho.com,Kia Seltos
140,"Best car in its segment. Excellent drivability, superb engine, amazing ergonomics, wonderful comfort, and humongous space. The car is a total package of comfort and performance. Seats are adjustable for both driver and front passenger side. Loads of legroom for the rear passengers. Excellent boot space. Better buy than Jeep Compass or Hyundai Creta...Read More","On: Dec 05, 2019 | 60 Views",,www.cardekho.com,Kia Seltos
141,"Features loaded car beyond expectations. Wonderful engine, superb interior with amazing quality, fabulous fit, and world-class finish.","On: Dec 05, 2019 | 52 Views",,www.cardekho.com,Kia Seltos
142,"A very nice car with bose speakers, which is not available in other cars in its segment. Worth buying it. This car is spacious, safe, powerful. This car comes with 6 airbags, sufficient boot space, and sunroof. Ambient mood lighting gives a luxurious and soothing experience. Read More","On: Dec 05, 2019 | 136 Views",,www.cardekho.com,Kia Seltos
143,"We brought the Kia Seltos HTK in petrol 2 months ago and the car is fabulous. You get all the features even in the base variant. You name it and its there. It has a 6 speaker JBL music system, an intelligent MID projector setup for both headlamps and foglamps. It is a very nice car and you should buy it instead of its rivals. However, spare parts a...Read More","On: Dec 05, 2019 | 54 Views",,www.cardekho.com,Kia Seltos
144,"Excellent car in this price as it gives great value and great comfort for long drives. Also, it is very spacious.","On: Dec 05, 2019 | 53 Views",,www.cardekho.com,Kia Seltos
145,Best and fully loaded car. Kia Seltos is also the best value of money. This car is manageable and is luxurious.,"On: Dec 05, 2019 | 53 Views",,www.cardekho.com,Kia Seltos
146,"Very nice SUV, a great combination of comfort, features, and style. Value for money car with luxury features, good handling, and great braking.","On: Dec 04, 2019 | 3316 Views",,www.cardekho.com,Kia Seltos
147,Nice design and engine are powerful and advanced. Speed and mileage are up to the mark. Available within the budget.,"On: Dec 04, 2019 | 58 Views",,www.cardekho.com,Kia Seltos
148,The best performance and unique look make it striking. The detailed review of this car can not be expressed in just a few words.,"Expected Launch: Jan 01, 2020",,www.cardekho.com,Kia Seltos
149,This car has a very comfortable sitting arrangement and a very good leg space.,"Expected Launch: Jun 01, 2020",,www.cardekho.com,Kia Seltos
150,"Kia Seltos became one of the best prime SUV cars of this era in India. The car has a best-finished premium looking with ultimate build quality till now in the Indian car market. In this price range, it gives many loaded features as follows:  1. It has a 360-degree camera. 2. Both front and rear parking assistance are given. 3. Has an adequate bo...Read More","Expected Launch: Dec 01, 2021",,www.cardekho.com,Kia Seltos
151,"Kia as soon as it landed in India came with a bang for the buck competing with its sister company Hyundai's Creta, the Jeep Compass and the MG Hector which again was recently launched. Seltos gave us a variety of features with 2 lineups total of 5 variants that can suit your choice and has premium features. Read More","Expected Launch: Jun 01, 2020",,www.cardekho.com,Kia Seltos
152,"I felt very glad by its modern advanced technology and innovative design still, it's so smart due to Long-Durability, Safe, Secure and Lightweight. It's one of my favorite cars known for ""Kia Seltos"", we would feel simple by architecture style ever. Read More","Expected Launch: Oct 15, 2020",,www.cardekho.com,Kia Seltos
153,"I am feeling great with this car. It has a quite good handling, nice road grip, great stability, also great acceleration, and engine noise is quite low. Talking about interiors it's just wow. Lots of space, comfortable to sit, and love the driver's electronic adjustment. Don't have words about ventilated seats, and infotainment touch is a superb th...Read More","On: Dec 04, 2019 | 1133 Views",,www.cardekho.com,Kia Seltos
154,"Kia has debuted in the Indian car market by launching a great car Seltos. Though based upon Hyundai Creta, yet many steps ahead of the techology, comfort, styling ride and handling. I think mileage could be a negative aspect. Still, it's a great car. Read More","On: Dec 04, 2019 | 246 Views",,www.cardekho.com,Kia Seltos
155,"Great car with looks, mileage, power, comfort, and ultimate driving pleasure. All in all an absolute value for money car.","On: Dec 04, 2019 | 81 Views",,www.cardekho.com,Kia Seltos
156,"To be very honest this SUV has a sporty look and as per the company, it has a thrilling design, including the interior. Highly recommended.","On: Dec 04, 2019 | 56 Views",,www.cardekho.com,Kia Seltos
157,This car is delivering a very good performance. Great looks.,"On: Dec 04, 2019 | 54 Views",,www.cardekho.com,Kia Seltos
158,Fully loaded car with super new generation features and economically best for middle-class people.,"On: Dec 04, 2019 | 47 Views",,www.cardekho.com,Kia Seltos
159,"A very comfortable and advanced feature, my friend bought this car and its superb car with great features. The engine is more powerful than my car. I like the sensors in this car. Read More","On: Dec 04, 2019 | 49 Views",,www.cardekho.com,Kia Seltos
160,"Yes, the HTX variants of Kia Seltos has music system installed in it.","On: Dec 04, 2019 | 48 Views",,www.cardekho.com,Kia Seltos
161,"I brought Seltos HTX one week back. This is my 6th car following Innova Crysta, XUV500, Duster, Honda City, and Dzire. I can safely say that this is the best overall car in this price range presently. This car is a near-perfect vehicle by many angles. Its design is fantastic, looks are fantastic, features are amazing, refinement is excellent, NVH l...Read More","On: Dec 04, 2019 | 45 Views",,www.cardekho.com,Kia Seltos
162,"Its a nice car with great features, amazing headlight, suspension, nice pick-up.","On: Dec 04, 2019 | 18 Views",,www.cardekho.com,Kia Seltos
163,"The best thing about the car is the interior and exterior features. It is provided at such a reasonable price, and it is simply the best in its segment and it makes Seltos the best car. Read More","On: Dec 04, 2019 | 1324 Views",,www.cardekho.com,Kia Seltos
164,"Kia Seltos can be called as a car of gadgets. It has a handful of features but only in GT line. For HT line it has only 2 airbags even for X Plus which is the diesel top-end model. It has 17inch diamond-cut alloy wheels, 8inch heads-up display, 360° camera, blind view monitor, red color brake caliper only for GT line X plus variant. In HT line K pl...Read More","On: Dec 04, 2019 | 69 Views",,www.cardekho.com,Kia Seltos
165,Nice car with all features. This car is very well designed and delivers a good performance. Build quality and interior is so good.,"On: Dec 03, 2019 | 467 Views",,www.cardekho.com,Kia Seltos
166,"It's the best car which I have ever seen and yes it is a new company, so some people might think to purchase it or not. My experience says that every guy must at least test drive it and I'm sure, once driven, will be bought for sure. Read More","On: Dec 03, 2019 | 527 Views",,www.cardekho.com,Kia Seltos
167,"It is the best car in segment, I love this car because of its features and engine in this car. You can also get heads up display of 8 inches which very convenient.","On: Dec 04, 2019 | 55 Views",,www.cardekho.com,Kia Seltos
168,Kia Seltos is the best car in the 2019 car collection. This car is comfortable and featureful as compared to other cars.,"On: Dec 03, 2019 | 62 Views",,www.cardekho.com,Kia Seltos
169,"The looks are amazing, and the design is excellent. The interior of the car makes it a true premium Car. The dashboard is fantastic, and the piano finish is so cool. The design of headlights and the music system's screen is so cool. I have no words to describe the Kia Seltos. Read More","On: Dec 03, 2019 | 49 Views",,www.cardekho.com,Kia Seltos
170,"At such price, the number of features and BS6 refined engine, it's amazing.","On: Dec 03, 2019 | 59 Views",,www.cardekho.com,Kia Seltos
171,"The perfect car for everyday use. It's not too big and not too small. A good car for a family getaway and can take long vacations also. The technology provided is mind-blowing and with this price point, it's a bargain. The best part of Seltos is that it can be selected from a wide range of variants which makes it easy for anyone who is looking into...Read More","On: Dec 03, 2019 | 44 Views",,www.cardekho.com,Kia Seltos
172,"Kia Seltos is the best segment car I have ever seen. This car is fantastic due to its features regarding safety, infotainment etc. This car is a budgeting car and easily affordable when compared with other cars from other companies. This car is a king of highways. So smooth to drive and easily controlled. This car breaking quality is unbelievable. ...Read More","On: Dec 03, 2019 | 47 Views",,www.cardekho.com,Kia Seltos
173,"It is a nice car as it has good features in it and suitable for people who go mountain trailing. I like this car as it has sunroof and moonroof. It is comfortable and spacious with good leg rest. The outer look is very classy, till I know Kia is good brand company and has a good impression in the market. Read More","On: Dec 02, 2019 | 2174 Views",,www.cardekho.com,Kia Seltos
174,The best car in this segment. Never hesitated before buying this car. I just want to say go for it. If you still have doubt go and test drive it.,"On: Dec 03, 2019 | 668 Views",,www.cardekho.com,Kia Seltos
